FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,PYMT_TYP_EN_DESC,PYMT_TYP_FR_DESC,AVLBL_PREV_YR_AMT,MAIN_ESTMT_AMT,SPLMTRY_ESTMT_AMT,ADJ_AMT,WRNT_AMT,TRNFR_AMT,TP_EN_DESC,TP_FR_DESC,TP_DTL_EN_DESC,TP_DTL_FR_DESC,CRNT_YR_USED_AMT,C_VRNC_AMT,AVLBL_SBSQT_YR_AMT,NET_XPND_PY_AMT
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,60100000,0,0,0,-7737168,"North Atlantic Treaty Organization Contribution Program: NATO Security Investment Program (NATO Programs)","Programme de contributions à l'Organisation du Traité de l'Atlantique Nord : Programme de l'OTAN d'investissement au service de la sécurité (Programmes de l'OTAN)",,,36481238,15881594,0,33965769
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,11389000,0,0,0,0,"Contributions in support of the Military Training and Cooperation Program","Contributions à l'appui au Programme d'instruction et de coopération militaires",,,10511857,877143,0,10843564
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,5500000,0,0,0,0,"Contributions in support of the Capital Assistance Program","Contributions à l'appui du Programme d'aide aux immobilisations",,,587789,4912211,0,5177394
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,3100000,0,0,0,0,"Contribution to the Civil Air Search and Rescue Association","Contribution à l'Association civile de recherche et de sauvetage aériens",,,3019671,80329,0,2908142
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,2182000,0,57114,0,0,"North Atlantic Treaty Organization Contribution Program: NATO Other Activities","Programme de contributions à l'Organisation du Traité de l'Atlantique Nord : Autres activités de l'OTAN",,,2239114,0,0,1787572
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,131000,0,412,0,0,"Contribution to the Biological and Chemical Defence Review Committee","Contribution au Comité d'examen du programme de défense biologique et chimique",,,131412,0,0,129089
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,2100000,0,-614599,0,0,"(S) Payments under the Supplementary Retirement Benefits Act","(L) Versements en vertu de la Loi sur les prestations de retraite supplémentaires",,,1485401,0,0,1763782
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,500000,0,-183899,0,0,"(S) Payments under Parts I-IV of the Defence Services Pension Continuation Act (R S C 1970 c D-3)","(L) Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense (S R C 1970 ch D-3)",,,316101,0,0,370923
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,0,0,0,0,1400000,"Contribution to the Canadian Naval Memorial Trust in support of the preservation of HMCS Sackville","Contribution au Fonds de commémoration de la marine canadienne à l'appui de la préservation du NCSM Sackville",,,1400000,0,0,0
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,0,0,0,0,0,"Contributions and support to the Middle East Strategy Program","Programme de contributions et de soutien à la Stratégie à l'égard du Moyen-Orient",,,0,0,0,9500000
2017/2018,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,0
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,1491817000,136459000,0,0,0,"Disability Awards and Allowances","Indemnités et allocations d'invalidité",,,1621406562,6869438,0,699964297
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,1286182000,-10385000,0,0,0,"Pensions for disability and death, including pensions granted under the authority of the Civilian Government Employees (War) Compensation Order, P.C. 45/8848 of November 22, 1944, which shall be subject to the Pension Act; for former prisoners of war under the Pension Act, and Newfoundland special awards","Pensions d'invalidité et de décès, y compris les pensions accordées en vertu de l'ordonnance sur l'indemnisation des employés civils (Guerre) de l'État, C.P. 45/8848 du 22 novembre 1944, qui sont régies par les dispositions de la Loi sur les pensions; indemnisation pour les anciens prisonniers de guerre en vertu de la Loi sur les pensions; et allocations spéciales dans le cas de Terre-Neuve",,,1261223444,14573556,0,1331052207
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,551398000,8602000,0,0,0,"Earnings Loss and Supplementary Retirement Benefit","Allocation pour perte de revenus et prestation de retraite supplémentaire",,,543520506,16479494,0,350002141
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,275733000,180000,0,0,0,"Housekeeping and Grounds Maintenance","Entretien ménager et entretien du terrain",,,265450023,10462977,0,268825825
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,12848000,-1649000,0,0,0,"Commonwealth War Graves Commission","Commission des sépultures de guerre du Commonwealth",,,10697195,501805,0,11086868
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,11514000,-1197000,0,0,0,"Last Post Fund","Fonds du Souvenir",,,9120000,1197000,0,9098755
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,6366000,-104000,0,0,0,"War Veterans Allowances and Civilian War Allowances","Allocations aux anciens combattants et allocations de guerre pour les civils",,,6101466,160534,0,6522429
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,5125000,-2200000,0,0,0,"Family Caregiver Relief Benefit","Allocation pour relève d'un aidant familial",,,2822380,102620,0,2123454
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,3779000,-2640000,0,0,0,"Retirement Income Security Benefit","Allocation de sécurité du revenu de retraite",,,920262,218738,0,534102
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,1674000,-190000,0,0,0,"Canadian Forces Income Support Allowance","Allocation de soutien du revenu des Forces canadiennes",,,1456781,27219,0,1111151
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,975000,0,0,0,0,"Payments under the Flying Accidents Compensation Regulations","Paiements effectués en vertu du Règlement sur l'indemnisation en cas d'accidents d'aviation",,,625270,349730,0,674488
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,917000,34000,0,0,0,"Children of Deceased Veterans Education Assistance","Aide en matière d'éducation aux enfants des anciens combattants décédés",,,697021,253979,0,756577
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,750000,0,-269385,0,0,"Grant for Commemorative Partnerships","Subvention pour partenariats de commémoration",,,369243,111372,0,536232
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,625000,0,0,0,0,"Treatment Allowances","Allocation de traitement",,,315374,309626,0,318734
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,500000,1700000,0,0,0,"Critical Injury Benefit","Indemnité pour blessure grave",,,1153618,1046382,0,2488175
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,420000,0,0,0,0,"Assistance in accordance with the provisions of the Assistance Fund Regulations","Aide accordée en conformité avec les dispositions du Règlement sur le fonds de secours",,,158884,261116,0,186809
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,130000,0,0,0,0,"Assistance to Canadian Veterans - Overseas District","Aide aux anciens combattants canadiens - District d'outre-mer",,,66968,63032,0,80875
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,70000,0,0,0,0,"United Nations Memorial Cemetery in Korea","Cimetière commémoratif des Nations Unies en Corée",,,23105,46895,0,22327
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,61000,0,0,0,0,"Career Transition Services","Services de transition de carrière",,,36593,24407,0,19257
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,7000,1000,0,0,0,"Payments of Gallantry Awards","Paiements de prestations pour bravoure",,,5582,2418,0,8400
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,5000,0,0,0,0,"Canadian Veterans Association of the United Kingdom","Association canadienne des anciens combattants du Royaume-Uni",,,0,5000,0,5000
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,175000,0,-109983,0,0,"(S) Veterans Insurance Actuarial Liability Adjustment","(S) Rajustement des engagements actuariels de l'assurance des anciens combattants",,,65017,0,0,42398
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,10000,0,-9234,0,0,"(S) Returned Soldiers Insurance Actuarial Liability Adjustment","(S) Rajustement des engagements actuariels de l'assurance des soldats de retour au pays",,,766,0,0,759
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,10000,0,-10000,0,0,"(S) Repayments under section 15 of the War Service Grants Act of compensating adjustments made in accordance with the terms of the Veterans' Land Act (R.S.C., 1970, c. V-4)","(S) Remboursements, en vertu de l'article 15 de la Loi sur les indemnités de service de guerre, de redressements de compensation effectués en conformité avec la Loi sur les terres destinées aux anciens combattants (L.R.C. (1970), ch. V-4)",,,0,0,0,0
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Grant,Subvention,0,2000,0,-2000,0,0,"(S) Re-establishment Credits under section 8 of the War Service Grants Act (R.S.C., 1970, c. W-4)","(S) Crédits de réadaptation en vertu de l'article 8 de la Loi sur les indemnités de service de guerre (L.R.C. (1970), ch. W-4)",,,0,0,0,0
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Contribution,Contribution,0,75731000,3546000,0,0,0,"Contributions to Veterans, under the Veterans Independence Program, to assist in defraying costs of extended health care not covered by provincial health programs","Contributions accordées aux anciens combattants, en vertu du Programme pour l'autonomie des anciens combattants, afin de les aider à payer les coûts des services complémentaires de santé non couverts par les programmes de soins médicaux provinciaux",,,79153058,123942,0,81325607
2017/2018,24,"Veterans Affairs","Anciens Combattants",021,"Department of Veterans Affairs","Ministère des Anciens Combattants",Contribution,Contribution,0,1612000,7500000,269385,0,-100000,"Contributions under the Commemorative Partnerships Program, to organizations, institutions and other levels of government, in support of projects related to the health and well-being of the veteran population, and commemoration activities and events","Contributions, en vertu du Programme de partenariat pour la commémoration, aux organisations, institutions et autres ordres de gouvernement, à l'appui des projets afférents à la santé et au mieux-être des anciens combattants, et des activités et événements commémoratifs",,,9281385,0,0,7847467
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Grant,Subvention,0,0,0,25847647,0,0,"(S) Grant to Canada Health Infoway Inc. to accelerate the development of electronic health records, common information technology standards across the country, and the further applications of tele-health applications","(S) Subvention au profit de Inforoute Santé du Canada inc. dans le but d'accélérer le développement des télédossiers de santé et l'élaboration de normes communes de télématique dans l'ensemble du Canada, ainsi que de perfectionner les applications de télésanté",,,25847647,0,0,37877924
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Grant,Subvention,0,0,0,30000000,0,0,"(S) Grant to Ontario to enhance the capacity of the pan-Canadian Pharmaceutical Alliance","(S) Subvention à l'Ontario pour renforcer la capacité de l'Alliance pancanadienne pharmaceutique",,,30000000,0,0,0
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Grant,Subvention,0,0,27000000,0,0,0,"Territorial Health Investment Fund","Fonds d'investissement en santé pour les territoires",,,27000000,0,0,0
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Grant,Subvention,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,14243652
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,802295540,65779498,-207432662,0,27859527,"Contributions for First Nations and Inuit Primary Health Care","Contributions aux soins de santé primaires des Premières Nations et des Inuits",,,607762078,80739825,0,694651345
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,752465894,35416510,-216258128,0,792863,"Contributions for First Nations and Inuit Health Infrastructure Support","Contributions au soutien à l'infrastructure de la santé des Premières Nations et des Inuits",,,571624276,792863,0,752135571
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,220707524,8702625,-78536671,0,0,"Contributions for First Nations and Inuit Supplementary Health Benefits","Contributions aux prestations supplémentaires en santé des Premières Nations et des Inuits",,,142170853,8702625,0,210429939
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,78748979,3000000,0,0,0,"Contribution to the Canadian Institute for Health Information","Contribution à l'Institut canadien d'information sur la santé",,,81748979,0,0,78863979
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,47500000,0,0,0,0,"Contribution to the Canadian Partnership Against Cancer","Contribution au Partenariat canadien contre le cancer",,,39854241,7645759,0,47500000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,33800000,0,1,0,0,"Official Languages Health Contribution Program","Programme de contribution pour les langues officielles en santé",,,33800001,0,0,36400000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,29000000,18000000,0,0,0,"Contribution to Canada Health Infoway","Contribution à Inforoute Santé du Canada",,,47000000,0,0,21000000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,27000000,0,0,0,0,"Canada Brain Research Fund Program","Programme du fonds canadien de recherche sur le cerveau",,,20000000,7000000,0,24992085
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,26874000,0,-15589484,0,-200000,"Health Care Policy Contribution Program","Programme de contributions pour les politiques en matière de soins de santé",,,8737838,2346678,0,9284670
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,26350014,0,-211008,0,-300000,"Substance Use and Addictions Program","Programme sur l'usage et les dépendances aux substances",,,12969040,12869966,0,22793236
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,17000000,0,0,0,0,"Contribution to the Canadian Foundation for Healthcare Improvement","Contribution à la Fondation canadienne pour l'amélioration des services de santé",,,17000000,0,0,17000000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,16058769,2000000,0,0,0,"Contribution to the Canadian Agency for Drugs and Technologies in Health","Contribution à l'Agence canadienne des médicaments et des technologies de la santé",,,18058769,0,0,16058769
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,14250000,0,0,0,0,"Mental Health Commission of Canada Contribution Program","Programme de contribution de la Commission de la santé mentale du Canada",,,14250000,0,0,0
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,8323200,0,1644490,0,0,"Thalidomide Survivors Contribution Program","Programme de contributions aux survivants de la thalidomide",,,9967690,0,0,11185847
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,7600000,0,0,0,0,"Contribution to the Canadian Patient Safety Institute","Contribution à l'Institut canadien sur la sécurité des patients",,,7600000,0,0,7600000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,5000000,0,1250000,0,0,"Canadian Blood Services: Blood Research and Development Program","Société canadienne du sang : programme de recherche et de développement sur le sang",,,6250000,0,0,5175000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,3580000,0,0,0,0,"Contribution to strengthen Canada's organs and tissues donation and transplantation system","Contribution destinée à renforcer le système de don et de transplantation de tissus et d'organes au Canada",,,3580000,0,0,3580000
2017/2018,11,Health,Santé,022,"Department of Health","Ministère de la Santé",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,21113401
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Grant,Subvention,0,2000000,1,0,0,154400,"Grants to organizations to promote economic cooperation and development","Subventions à des organismes pour promouvoir la collaboration et le développement économique",,,607424,1546977,0,202959
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,126175938,39104308,0,0,3010000,"Contributions under the Business Development Program","Contributions en vertu du Programme de développement des entreprises",,,174809155,-6518909,0,157272396
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,44900000,0,0,0,0,"Contributions for the Atlantic Innovation Fund","Contributions pour le Fonds d'innovation de l'Atlantique",,,36274360,8625640,0,30653122
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,37177762,1480000,0,0,0,"Contribution for the Innovative Communities Fund","Contributions pour le Fonds des collectivités innovatrices",,,41687697,-3029935,0,47669438
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,16600000,0,0,0,0,"Canada 150 Community Infrastructure Program","Programme de l'infrastructure communautaire de Canada 150",,,17168340,-568340,0,12535250
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,12642000,0,0,0,0,"Contributions under the Community Futures Program","Contributions en vertu du Programme de développement des collectivités",,,12641998,2,0,12627869
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,600000,0,0,0,0,"Contributions under the Atlantic Policy Research Initiatives","Contributions en vertu des mesures de recherche stratégique visant la région de l'Atlantique",,,768842,-168842,0,525445
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",023,"Atlantic Canada Opportunities Agency","Agence de promotion économique du Canada atlantique",Contribution,Contribution,0,126793,0,0,0,0,"Contributions to promote and coordinate economic development throughout Cape Breton Island","Contributions pour promouvoir et coordonner le développement économique dans l'île du Cap-Breton",,,13381,113412,0,992752
2017/2018,19,"Privy Council","Conseil privé",025,"Privy Council Office","Bureau du Conseil privé",Contribution,Contribution,0,0,4500000,0,0,0,"National Inquiry into Missing and Murdered Indigenous Women and Girls","Enquête nationale sur les femmes et filles autochtones disparues et assassinées",,,110126,4389874,0,0
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,887833122,3332270,0,0,3633834,"Grants and Scholarships","Subventions et bourses",,,894799226,0,0,894566629
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,101820801,0,0,0,0,"Canada First Research Excellence Fund","Fonds d'excellence en recherche Apogée Canada",,,101820801,0,0,66506108
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,52530071,4576400,0,0,-4739546,"College and Community Innovation Program","Programme d'innovation dans les collèges et la communauté",,,52366925,0,0,52200459
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,42580000,0,0,0,0,"Canada Graduate Scholarships","Bourses d'études supérieures du Canada",,,42553759,26241,0,42562444
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,31590000,0,0,0,0,"Networks of Centres of Excellence","Réseaux de centres d'excellence",,,31590000,0,0,33430050
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,16216667,0,0,0,0,"Canada Excellence Research Chairs","Chaires d'excellence en recherche du Canada",,,14816667,1400000,0,25448000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,9754676,1948000,0,0,200000,"Centres of Excellence for Commercialization and Research","Centres d'excellence en commercialisation et en recherche",,,11902676,0,0,12494569
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,8350000,0,0,0,0,"Vanier Canada Graduate Scholarships","Bourses d'études supérieures du Canada Vanier",,,8287499,62501,0,8307394
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,6296500,0,0,0,-200000,"Business-Led Networks of Centres of Excellence","Réseaux de centres d'excellence dirigés par les entreprises",,,6096500,0,0,6551000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",027,"Natural Sciences and Engineering Research Council","Conseil de recherches en sciences naturelles et en génie",Grant,Subvention,0,0,1359118,0,0,0,"Canada 150 Research Chairs","Chaires de recherche Canada 150",,,1359118,0,0,0
2017/2018,21,"Public Safety and Emergency Preparedness","Sécurité publique et Protection civile",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",Grant,Subvention,0,205500000,9500000,0,0,0,"To compensate members of the Royal Canadian Mounted Police for injuries received in the performance of duty (R.S.C., 1985, c. R-11)","Indemnisation des membres de la Gendarmerie royale du Canada pour blessures reçues dans l'exercice de leurs fonctions (L.R.C. (1985), ch. R-11)",,,212910845,2089155,0,185481804
2017/2018,21,"Public Safety and Emergency Preparedness","Sécurité publique et Protection civile",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",Grant,Subvention,0,2586483,0,0,0,0,"RCMP Survivor Income Plan","Plan de prestations des survivants de la GRC",,,2336249,250234,0,1988478
2017/2018,21,"Public Safety and Emergency Preparedness","Sécurité publique et Protection civile",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",Grant,Subvention,0,1000000,0,0,0,0,"Grant to Promote Law Enforcement through Crime Prevention, Training and Public Relations","Subvention pour promouvoir l'application de la loi par le biais de la prévention du crime, la formation et les relations publiques",,,968300,31700,0,997877
2017/2018,21,"Public Safety and Emergency Preparedness","Sécurité publique et Protection civile",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",Grant,Subvention,0,10000000,0,-2220242,0,0,"(S) Pensions under the Royal Canadian Mounted Police Pension Continuation Act (R.S.C., 1970, c. R-10)","(S) Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada (L.R.C. (1970), ch. R-10)",,,7779758,0,0,9392163
2017/2018,21,"Public Safety and Emergency Preparedness","Sécurité publique et Protection civile",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",Contribution,Contribution,0,14487000,0,0,0,0,"Contributions to the provinces and territories and to aboriginal and/or other communities and organizations (not for profit)","Contributions aux provinces, aux territoires et aux communautés autochtones et/ou à d'autres communautés ou organismes (sans but lucratif)",,,14470513,16487,0,14460980
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,4808000,0,0,0,-4723000,"Grant to the Radio Advisory Board of Canada","Subvention au Conseil consultatif canadien de la radio",,,85000,0,0,85000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,550000,0,0,0,-250000,"Grant to the Organisation for Economic Co-operation and Development","Subvention à l'Organisation de coopération et de développement économiques",,,194100,105900,0,300000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,300000,0,0,0,5333000,"Grant to the International Telecommunication Union, Geneva, Switzerland","Subvention à l'Union internationale des télécommunications, Genève (Suisse)",,,5633000,0,0,5608000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,85000,0,0,0,390000,"Grant to the Internal Trade Secretariat Corporation","Subvention pour la Corporation du Secrétariat du commerce intérieur",,,375000,100000,0,375000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,0,0,0,0,300000,"Grant under the Innovative Solutions Canada program","Subvention au programme Solutions innovatrices Canada",,,0,300000,0,0
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,1700000,0,0,0,0,"(S) Grant to Genome Canada","(S) Subvention à Génome Canada",,,1700000,0,0,4500000
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,800000,0,-800000,0,0,"(S) Grant to Sustainable Development Technology Canada (SDTC) for the NextGen Biofuels Fund","(S) Subvention à Technologies du développement durable Canada (TDDC) pour le Fonds de biocarburants ProGen",,,0,0,0,27476242
2017/2018,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,"Department of Industry","Ministère de l'Industrie",Grant,Subvention,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,0
